username,comment,rating,likes,create_time,userid,orderid,product_name,product_type,product_label,comment_usefulness,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence
2670hy2mqu,Desain:bagus,5,0,2024-07-14T06:34:04+00:00,458564681,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus,desain bagus,2,positive,1.0
nur_m123,Desain:keren,5,0,2024-09-14T12:33:41+00:00,130575040,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain keren,desain keren,2,positive,1.0
bundagayatri,"Warna:hitam
Tampilan:bagus,elegan

Pokoknya bagus",5,0,2023-06-24T12:53:39+00:00,769280507,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil bagus elegan pokok bagus,warna hitam tampil bagus elegan pokok bagus,7,positive,1.0
zqv08o9xln,"Tampilan:bagus..
Warna:Sesuai

Bahannya tebal dan nggak kasar.. Good",5,0,2023-07-09T12:36:56+00:00,491977752,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tampil bagus warna sesuai bahan tebal kasar good,tampil bagus warna sesuai bahan tebal kasar good,8,positive,1.0
bayur_na,"Paking bagus aman sampai tujuan
No minus , masih baru
Belum di coba",5,0,2024-01-26T04:50:12+00:00,444978569,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,paking bagus aman tuju no minus baru coba,paking bagus aman tuju no minus baru coba,8,positive,1.0
h*****6,"Desain:sederhana namun elegan
Warna:sangat bagus sesuai dengan foto
Ketebalan:barang tebal tidak seperti kerupuk",5,0,2025-07-19T07:14:23+00:00,1487546058,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain sederhana elegan warna sangat bagus sesuai foto tebal barang tebal kerupuk,desain sederhana elegan warna sangat bagus sesuai foto tebal barang tebal kerupuk,12,positive,1.0
a*****a,"Desain:pas
Warna:ok
Ketebalan:tipis

Jaitan talinya kurang yakin bisa kuat 
Harus d tambah tali tambahan",5,0,2025-09-08T11:20:20+00:00,133428588,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain pas warna tebal tipis jaitan tali kurang yakin kuat d tambah tali tambah,desain pas warna tebal tipis jaitan tali kurang yakin kuat d tambah tali tambah,14,negative,1.0
bundadipo,,4,0,2023-06-22T11:22:23+00:00,243770956,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
supriatiethi,"Desain:oke
Warna:oke
Ketebalan:lumayan",5,0,2024-06-05T09:37:29+00:00,193907225,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain oke warna oke tebal lumayan,desain oke warna oke tebal lumayan,6,neutral,0.6
sigitarinugroho82,"Tampilan:okkkk
Warna:baguss

Terima.kaaih.. .",5,0,2023-12-27T03:04:22+00:00,148684910,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,tampil okkkk warna baguss terima kaaih,tampil okkkk warna baguss terima kaaih,6,neutral,0.6
sugiati_ahnaf,Untuk anakku yg kelas 6 kurang gede dikit tapi bahan oke bagus bngt,4,0,2025-07-18T11:22:04+00:00,300630021,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,anak yg kelas 6 kurang gede dikit bahan oke bagus bngt,anak yg kelas 6 kurang gede dikit bahan oke bagus bngt,11,neutral,0.6
17z_3ummqh,"Pertimbangan lagi klo mau beli,tidak bisa di batalkan, penjualnya juga tidak respon chat ,nyesel saya beli di sini karena ada kesalahan alamat mau ganti,tidak di respon alhasil paket ngilang, thanks punjul ramah",2,0,2025-07-11T08:50:34+00:00,945139764,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,timbang klo mau beli batal jual respon chat nyesel beli sini salah alamat mau ganti respon alhasil paket ngilang thanks punjul ramah,timbang klo mau beli batal jual respon chat nyesel beli sini salah alamat mau ganti respon alhasil paket ngilang thanks punjul ramah,22,neutral,0.6
rezzzz812,Desain:hi bagus sekali tas nya,4,0,2024-07-22T12:25:27+00:00,1125296378,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain hi bagus sekali tas nya,desain hi bagus sekali tas nya,6,positive,1.0
egafarendi,"Desain:bagus
Warna:bagus
Ketebalan:tebel",5,0,2025-09-11T12:50:23+00:00,918223923,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus warna bagus tebal tebel,desain bagus warna bagus tebal tebel,6,positive,1.0
ov95zas_of,Kecil,1,0,2023-09-30T21:47:18+00:00,923543206,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,kecil,kecil,1,negative,1.0
budisan1009,"Desain:bagus
Warna:sesuai
Ketebalan:coll",4,0,2024-08-14T07:28:48+00:00,209097107,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus warna sesuai tebal coll,desain bagus warna sesuai tebal coll,6,positive,1.0
mira3a1,,3,0,2022-07-25T04:21:48+00:00,96838019,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
hakdhwjksdhh,,3,0,2023-12-13T10:30:21+00:00,473263694,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
fvoot9msv0,"Warna:hitam
Tampilan:bagus

Lumayan",4,0,2023-09-14T13:49:08+00:00,798163373,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil bagus lumayan,warna hitam tampil bagus lumayan,5,positive,1.0
ika_dodo.070599,Ketebalan:mantap,4,0,2024-06-29T00:27:29+00:00,320283205,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tebal mantap,tebal mantap,2,positive,1.0
tonykurniawan0,Tidak sesuai yg di gambar yg Dateng malah beda,1,0,2024-09-29T06:11:59+00:00,428856056,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,sesuai yg gambar yg dateng malah beda,sesuai yg gambar yg dateng malah beda,7,neutral,0.6
v*****n,"Resleting nya nggak kuat, belum apa² udah patah",3,0,2024-07-02T09:35:16+00:00,221684476,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,resleting nya kuat apa udah patah,resleting nya kuat apa udah patah,6,negative,1.0
sikunwe,"Desain:sangat baik
Warna:hitam, sesuai yg diinginkan
Ketebalan:cukup tebal

Paket dah diterima, packing bisa tapi aman.
Trimakasih",5,0,2025-08-10T13:56:49+00:00,111397774,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain sangat baik warna hitam sesuai yg ingin tebal cukup tebal paket dah terima packing aman trimakasih,desain sangat baik warna hitam sesuai yg ingin tebal cukup tebal paket dah terima packing aman trimakasih,17,positive,1.0
udin_batubata,"Desain:mantap jiwa
Warna:sangat keren dan bahan nya bagus
Ketebalan:barang bagus dan lumayan tebal",5,0,2025-10-01T02:10:09+00:00,1238885077,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain mantap jiwa warna sangat keren bahan nya bagus tebal barang bagus lumayan tebal,desain mantap jiwa warna sangat keren bahan nya bagus tebal barang bagus lumayan tebal,14,positive,1.0
lo5wij3y_e,"Desain:tampilan bagus
Warna:sesuai
Ketebalan:kurang tebal

Lumanyan worth itu untuk harga segitu. Hanya untuk busa, kurang tebal sedikit. Tapi nggak apa2. Secara keseluruhan, bagus. Mudah2han awet untuk mondok nanti. Pengiriman cepat. Kurir ramah. Bagus secara keseluruhan.",5,0,2025-07-01T23:17:53+00:00,1080650188,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain tampil bagus warna sesuai tebal kurang tebal lumanyan worth harga segitu busa kurang tebal sedikit apa2 seluruh bagus mudah2han awet mondok kirim cepat kurir ramah bagus seluruh,desain tampil bagus warna sesuai tebal kurang tebal lumanyan worth harga segitu busa kurang tebal sedikit apa2 seluruh bagus mudah2han awet mondok kirim cepat kurir ramah bagus seluruh,28,positive,0.7714285714285714
zunun683,"Desain:bagus
Warna:bagus tapi harus hati-hati soalnya warna abu jadi gampang kotor
Ketebalan:tebal

Bagus semoga awet ya Allah",5,0,2025-06-29T10:46:48+00:00,1052088458,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus warna bagus hati hati soal warna abu jadi gampang kotor tebal tebal bagus moga awet allah,desain bagus warna bagus hati hati soal warna abu jadi gampang kotor tebal tebal bagus moga awet allah,18,positive,1.0
l*****e,"Warna:hitam
Tampilan:eksklusive

Ranselnya bagus, banyak tempat untuk menyimpan barang kecil yang diperlukan . Bahan ransel tidak basah saat kena air.",5,0,2023-11-02T09:09:06+00:00,47831264,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil eksklusive ransel bagus banyak tempat simpan barang kecil perlu bahan ransel basah kena air,warna hitam tampil eksklusive ransel bagus banyak tempat simpan barang kecil perlu bahan ransel basah kena air,17,neutral,0.6
r*****t,pesanan sudah sampai dengan selamat dan sesuai dengan pesanan,5,1,2025-07-02T03:04:16+00:00,30859686,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,pesan selamat sesuai pesan,pesan selamat sesuai pesan,4,neutral,0.6
galerifbcreative,"Warna:Bagus bgt
Tampilan:ok

Terima kasih seller sudah kirim sesuai pesanan",5,0,2024-04-29T06:00:38+00:00,6851761,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,warna bagus bgt tampil terima kasih seller kirim sesuai pesan,warna bagus bgt tampil terima kasih seller kirim sesuai pesan,10,positive,1.0
talitazahran17,"Kepala resletingna pecah, udh kita buat komplen, tetapi hrga pngembaliannya tdk sesuai dgn hrga toko. Rugiii d daya klw gt.. 😔😔😔😔",2,1,2024-07-17T06:02:08+00:00,172593974,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,kepala resletingna pecah udh buat komplen hrga pngembaliannya tdk sesuai dgn hrga toko rugiii d daya klw gt,kepala resletingna pecah udh buat komplen hrga pngembaliannya tdk sesuai dgn hrga toko rugiii d daya klw gt,18,negative,1.0
alfanasayoga,"Warna:Hitam
Tampilan:Mantap👍

Ok makasih gak nyesel dah beli lumayan bahan nyaman untuk harga segitu sih worth it pengiriman pun cepet makasih seller",5,0,2023-09-16T12:38:13+00:00,493984864,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil mantap makasih gak nyesel dah beli lumayan bahan nyaman harga segitu sih worth it kirim cepet makasih seller,warna hitam tampil mantap makasih gak nyesel dah beli lumayan bahan nyaman harga segitu sih worth it kirim cepet makasih seller,21,positive,1.0
venynoviyanti928,"Desain:tampilanya keren tidak pasaran
Warna:sesuai yang dipesan
Ketebalan:sesuai harga bagussss

The best lah sesuai harga kualitasya",5,0,2024-06-05T10:13:14+00:00,879064893,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain tampilanya keren pasar warna sesuai pes tebal sesuai harga bagussss the best lah sesuai harga kualitasya,desain tampilanya keren pasar warna sesuai pes tebal sesuai harga bagussss the best lah sesuai harga kualitasya,17,positive,1.0
syahrulsaja218,"Warna:Abu
Tampilan:Mantap

Sesuai dengan yang diharapkan😃, pengiriman juga cepat tasnya juga muat buat nyimpan laptop. 
Terbaik dah🔥",5,0,2024-03-29T13:17:32+00:00,1177683591,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,warna abu tampil mantap sesuai harap kirim cepat tas muat buat nyimpan laptop baik dah,warna abu tampil mantap sesuai harap kirim cepat tas muat buat nyimpan laptop baik dah,15,positive,1.0
nurhermanwati,Bahannya halus lembut... Bagus pkoknya👍👍👍,5,0,2024-07-18T04:29:07+00:00,56526477,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,bahan halus lembut bagus pkoknya,bahan halus lembut bagus pkoknya,5,positive,1.0
amirruddin007,Mantap,5,0,2024-12-29T10:17:47+00:00,889340748,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,mantap,mantap,1,positive,1.0
yulierafli,,5,0,2024-06-15T07:29:38+00:00,32190143,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
uxyswqur9r,"Desain:ok
Warna:ok
Ketebalan:ok",5,0,2024-06-02T07:27:47+00:00,537854625,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain warna tebal,desain warna tebal,3,neutral,0.6
jesikamanurung924,,5,0,2024-07-16T05:19:26+00:00,1087423990,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
evy_suyenti,,5,0,2024-06-25T01:56:07+00:00,4195965,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
yuliaayu06,,5,0,2024-06-29T00:29:54+00:00,43529619,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
nesalesthare,,5,0,2024-07-06T09:45:36+00:00,115509292,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
yenidwiseptiana98,,5,0,2024-07-07T06:38:44+00:00,310045525,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
mischa2024,,5,0,2024-08-12T08:40:45+00:00,116704201,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
inayzuzu,,5,0,2024-08-10T11:16:53+00:00,36873127,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
yayankheryani,,5,0,2024-07-13T10:46:09+00:00,81050186,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
hasriani_07,,5,0,2024-09-22T12:44:41+00:00,11766787,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ayeshatily,,5,0,2024-08-11T05:14:12+00:00,28141886,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
titique83,,5,0,2024-07-24T11:56:45+00:00,13811305,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ernawati_agha,,5,0,2024-05-30T20:49:50+00:00,17604379,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
qanitanature,,5,0,2024-04-20T07:01:01+00:00,64180500,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
makcalisdunkz,,4,0,2024-08-17T07:45:26+00:00,15744024,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
rosfitahariyadi,,5,0,2024-07-04T12:04:03+00:00,26468704,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
a*****7,,5,0,2024-08-09T04:53:57+00:00,280956507,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
vivielvihera,,5,0,2024-07-06T08:04:24+00:00,19194474,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
surya_dwi13,,5,0,2024-06-06T00:31:51+00:00,106572149,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
sriwatyxie,,4,0,2024-07-10T23:05:46+00:00,62439539,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
yulizar3081,,4,0,2024-07-16T22:18:58+00:00,177362532,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
viviclaudia07,,5,0,2024-05-21T22:53:27+00:00,158303951,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
shelma199,,5,0,2024-04-26T01:19:45+00:00,269713234,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
h*****3,,5,0,2024-06-14T16:17:47+00:00,165297253,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
leli_yanisafitri,,5,0,2024-06-11T03:14:53+00:00,66505473,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
zazuk12,,5,0,2024-09-29T05:08:10+00:00,190337291,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
latifahazarialatifahazaria,,5,0,2024-11-08T11:06:38+00:00,48765398,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
paisal_anggara18,,5,0,2024-10-28T03:29:02+00:00,329945099,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
pito_san29,,5,0,2024-05-08T17:06:51+00:00,315850290,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
wahayu_ramadhan33,,5,0,2024-05-14T09:31:52+00:00,158101274,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
rizky_9984,,5,0,2024-06-27T03:03:28+00:00,209032478,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
i*****9,,5,0,2024-07-22T11:41:37+00:00,170027541,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
fif2112,,5,0,2024-09-05T09:56:28+00:00,238053765,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
syukur.18_212,,5,0,2024-06-02T12:26:11+00:00,70427527,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
wensi_paat,,4,0,2024-07-18T03:34:33+00:00,73996133,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ekap82,,5,0,2024-06-29T09:13:54+00:00,157114910,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
42motor.sparepart,,5,0,2024-07-15T11:45:31+00:00,311536986,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
danielbintangpratamagoni,,5,0,2024-07-11T02:34:37+00:00,113764934,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ninazailaok,,5,0,2024-09-02T05:56:34+00:00,175436705,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
gunawansetio84,,4,0,2024-08-04T07:46:58+00:00,129117440,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
0838erna,,5,0,2024-07-02T05:37:45+00:00,325652451,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
zulfanv16,,5,0,2024-07-28T01:24:52+00:00,437471850,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ahmadmaliki011,,5,0,2025-01-18T07:27:30+00:00,221058643,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
fajerin55,,5,0,2024-06-19T03:30:49+00:00,342137590,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
r*****r,,5,0,2024-04-20T01:17:10+00:00,241265691,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
deni_husaeni,,5,0,2024-07-17T04:05:24+00:00,92050332,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
dinaindriya1,,4,0,2024-07-16T01:53:56+00:00,497193551,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
princess_indah,,5,0,2024-07-10T04:13:35+00:00,417566999,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
sayyidaalfa_,,5,0,2024-07-19T03:30:46+00:00,403395829,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
kevinsoghi,,5,0,2024-09-24T14:07:09+00:00,233509478,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
hendy_16,,4,0,2024-07-29T13:00:13+00:00,456601629,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
ipah1508,,5,0,2024-07-15T00:00:51+00:00,341389772,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
soorarla,,5,0,2024-10-07T15:42:49+00:00,404728310,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
vincenciuslarins30,,5,0,2024-10-11T08:28:49+00:00,514311264,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
srirazan,,5,0,2024-07-14T07:35:40+00:00,148453132,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
jaymdn,,5,0,2024-05-13T01:09:54+00:00,70480897,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
nezzjuu,,5,0,2024-08-06T06:45:26+00:00,380891434,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
selpiana1512,,4,0,2024-07-23T08:23:23+00:00,543393909,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
theresiakolo527,,5,0,2024-07-18T03:46:11+00:00,1072957308,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
enjum1982,,5,0,2024-07-15T01:46:32+00:00,965752370,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
kangleong097,,5,0,2024-07-17T11:26:01+00:00,1037366048,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
6yaej7fap5,,5,0,2024-07-24T13:32:08+00:00,1094708769,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
ggdfhy,,5,0,2024-07-24T11:09:52+00:00,416549449,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
elfiyandi256,,5,0,2024-07-30T13:16:05+00:00,976218716,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
kai_san01,,5,0,2024-06-10T06:56:25+00:00,779146128,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
3l2wdib3ol,,5,0,2024-06-20T06:58:29+00:00,465883869,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
pne0n32ath,,5,0,2024-06-25T06:10:51+00:00,436563738,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,neutral,0.6
reza.gumilah,,5,0,2024-07-12T09:38:03+00:00,602043811,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,neutral,0.6
