username,comment,rating,likes,create_time,userid,orderid,product_name,product_type,product_label,comment_usefulness,comment_clean,tokens,tokens_count,sentiment,sentiment_confidence,text_len,char_repeat_ratio,token_repeat_ratio,dup_score,mismatch,suspicion_score,fake_pred,fake_score,sentiment_val,likes_term,rating_term,trust_score
adinhaidar,Bagus. Rekomendasi banget,5.0,0,2025-07-19T07:11:56+00:00,48800108,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,bagus rekomendasi banget,bagus rekomendasi banget,3,negative,0.3936545550823211,24,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
5vt4fegf4o,,5.0,0,2025-07-31T03:45:50+00:00,1451880321,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
r*****_,"tas nya bagus, bahan tasnya bagus. pokoknya suka",5.0,0,2023-06-06T04:46:52+00:00,143060214,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tas nya bagus bahan tas bagus pokok suka,tas nya bagus bahan tas bagus pokok suka,8,negative,0.3755676448345184,40,0.0,0.5,0.0,1.0,0.325,0,0.325,0.0,0.0,0.2,18.05
wpgxai0ur9,"Desain:bagus
Warna:hitam
Ketebalan:lumayan

Tasnya bagus ketebalan ny jg lumayan untuk harga segitu",5.0,0,2024-05-04T14:05:19+00:00,1071101352,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus warna hitam tebal lumayan tas bagus tebal ny jg lumayan harga segitu,desain bagus warna hitam tebal lumayan tas bagus tebal ny jg lumayan harga segitu,14,negative,0.3853533267974853,81,0.0,0.4285714285714285,0.0,1.0,0.3071428571428571,0,0.3071428571428571,0.0,0.0,0.2,18.16
miaamalia12345,Keren tas nya bagus bgt terimakasih sukses terus buat toko nya the best,5.0,0,2023-10-06T07:34:36+00:00,83763635,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,keren tas nya bagus bgt terimakasih sukses terus buat toko nya the best,keren tas nya bagus bgt terimakasih sukses terus buat toko nya the best,13,negative,0.3788846731185913,71,0.0,0.1538461538461538,0.0,1.0,0.2384615384615384,0,0.2384615384615384,0.0,0.0,0.2,18.57
aulianissa165,"Desain:bagus
Warna:cerah
Ketebalan:bagus

Pertama kali beli di toko ini barangnya bagus seller ramah dan fast respon...tks",5.0,0,2024-07-28T07:13:15+00:00,988914854,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus warna cerah tebal bagus pertama kali beli toko barang bagus seller ramah fast respon tks,desain bagus warna cerah tebal bagus pertama kali beli toko barang bagus seller ramah fast respon tks,17,negative,0.289692759513855,101,0.0099009900990099,0.1764705882352941,0.0,1.0,0.246592894583576,0,0.246592894583576,0.0,0.0,0.2,18.52
aryosetosatrio,"Desain:ok
Warna:sesuai
Ketebalan:tebal dan halus

Dah sampai ka tasnya... Bagus halus bahannya.... Makasih ka.",5.0,0,2024-05-26T11:29:25+00:00,138709006,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain warna sesuai tebal tebal halus dah ka tas bagus halus bahan makasih ka,desain warna sesuai tebal tebal halus dah ka tas bagus halus bahan makasih ka,14,negative,0.4008166790008545,77,0.0,0.4285714285714285,0.0,1.0,0.3071428571428571,0,0.3071428571428571,0.0,0.0,0.2,18.16
oki_pradipa,Tasnya bagus. Serius. Bahannya juga enak. Semoga awet jahitannya. Pengiriman cepat. Sehari sampai,5.0,0,2023-03-31T04:40:59+00:00,787210874,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tas bagus serius bahan enak moga awet jahit kirim cepat hari,tas bagus serius bahan enak moga awet jahit kirim cepat hari,11,negative,0.3604143559932709,60,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
ramosriakay,Ketebalan tas kurang memuaskan. Tks.,3.0,0,2025-09-10T11:11:59+00:00,261044617,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tebal tas kurang muas tks,tebal tas kurang muas tks,5,negative,0.39237180352211,25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.12,12.0
amirruddin007,Mantap,5.0,0,2024-09-07T11:42:21+00:00,889340748,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,mantap,mantap,1,negative,0.3627754151821136,6,0.0,0.0,0.2,1.0,0.86,1,0.86,0.0,0.0,0.2,2.84
a74yxqq3k4,Bagus suka banget,5.0,0,2023-07-13T10:51:40+00:00,838737614,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,bagus suka banget,bagus suka banget,3,negative,0.3975358307361603,17,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
onedra1,bagus bagus bagus bagus,5.0,0,2023-07-15T01:00:06+00:00,11967324,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,bagus bagus bagus bagus,bagus bagus bagus bagus,4,negative,0.3025738298892975,23,0.0,1.0,0.0,1.0,0.45,0,0.45,0.0,0.0,0.2,17.3
dikiwahyudi154,Bagussss,5.0,0,2024-07-08T13:16:50+00:00,652990338,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,bagussss,bagussss,1,negative,0.3779404759407043,8,0.375,0.0,0.0,1.0,0.49375,0,0.49375,0.0,0.0,0.2,17.04
udin_batubata,"Desain:keren dan modis
Warna:sangat bagus dan keren
Ketebalan:lumayan tebal",5.0,0,2025-05-06T01:47:52+00:00,1238885077,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain keren modis warna sangat bagus keren tebal lumayan tebal,desain keren modis warna sangat bagus keren tebal lumayan tebal,10,negative,0.3351908028125763,63,0.0,0.4,0.0,1.0,0.3,0,0.3,0.0,0.0,0.2,18.2
8p22xlztkk,Tampilan:Bagus banget bahannya,5.0,0,2024-02-28T09:38:39+00:00,821760106,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tampil bagus banget bahan,tampil bagus banget bahan,4,negative,0.2522832751274109,25,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
m*****a,"Warna:hitam
Tampilan:best

Bagus banget anjayyyy, recommended siii",5.0,0,2023-01-15T07:42:29+00:00,276971494,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil best bagus banget anjayyyy recommended siii,warna hitam tampil best bagus banget anjayyyy recommended siii,9,negative,0.4024527370929718,62,0.0967741935483871,0.0,0.0,1.0,0.2241935483870968,0,0.2241935483870968,0.0,0.0,0.2,18.65
naf1208,,5.0,0,2024-03-13T06:35:47+00:00,620804576,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
welemulyabu,"Tampilan:mantul realpict
Warna:sesuai

Bahan halus anti air",5.0,0,2023-12-16T11:10:26+00:00,652522040,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,tampil mantul realpict warna sesuai bahan halus anti air,tampil mantul realpict warna sesuai bahan halus anti air,9,negative,0.3892219066619873,56,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
masuqis,"Desain:elegan
Warna:sesuai pesanan
Ketebalan:tebal",5.0,0,2024-07-29T10:20:15+00:00,277368659,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain elegan warna sesuai pesan tebal tebal,desain elegan warna sesuai pesan tebal tebal,7,negative,0.2758050858974457,44,0.0,0.2857142857142857,0.0,1.0,0.2714285714285714,0,0.2714285714285714,0.0,0.0,0.2,18.37
2670hy2mqu,Desain:bagus,5.0,0,2024-07-14T06:34:04+00:00,458564681,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain bagus,desain bagus,2,negative,0.3768323063850403,12,0.0,0.0,0.2,1.0,0.46,0,0.46,0.0,0.0,0.2,17.24
nur_m123,Desain:keren,5.0,0,2024-09-14T12:33:41+00:00,130575040,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain keren,desain keren,2,negative,0.3759064078330993,12,0.0,0.0,0.0,1.0,0.4,0,0.4,0.0,0.0,0.2,17.6
bundagayatri,"Warna:hitam
Tampilan:bagus,elegan

Pokoknya bagus",5.0,0,2023-06-24T12:53:39+00:00,769280507,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil bagus elegan pokok bagus,warna hitam tampil bagus elegan pokok bagus,7,negative,0.3972599506378174,43,0.0,0.2857142857142857,0.0,1.0,0.2714285714285714,0,0.2714285714285714,0.0,0.0,0.2,18.37
zqv08o9xln,"Tampilan:bagus..
Warna:Sesuai

Bahannya tebal dan nggak kasar.. Good",5.0,0,2023-07-09T12:36:56+00:00,491977752,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tampil bagus warna sesuai bahan tebal kasar good,tampil bagus warna sesuai bahan tebal kasar good,8,negative,0.2410146594047546,48,0.0208333333333333,0.0,0.0,1.0,0.2052083333333333,0,0.2052083333333333,0.0,0.0,0.2,18.77
bayur_na,"Paking bagus aman sampai tujuan
No minus , masih baru
Belum di coba",5.0,0,2024-01-26T04:50:12+00:00,444978569,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,paking bagus aman tuju no minus baru coba,paking bagus aman tuju no minus baru coba,8,negative,0.384206086397171,41,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
h*****6,"Desain:sederhana namun elegan
Warna:sangat bagus sesuai dengan foto
Ketebalan:barang tebal tidak seperti kerupuk",5.0,0,2025-07-19T07:14:23+00:00,1487546058,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain sederhana elegan warna sangat bagus sesuai foto tebal barang tebal kerupuk,desain sederhana elegan warna sangat bagus sesuai foto tebal barang tebal kerupuk,12,positive,0.2530860304832458,81,0.0,0.1666666666666666,0.0,0.0,0.0416666666666666,0,0.0416666666666666,1.0,0.0,0.2,79.0
a*****a,"Desain:pas
Warna:ok
Ketebalan:tipis

Jaitan talinya kurang yakin bisa kuat 
Harus d tambah tali tambahan",5.0,0,2025-09-08T11:20:20+00:00,133428588,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain pas warna tebal tipis jaitan tali kurang yakin kuat d tambah tali tambah,desain pas warna tebal tipis jaitan tali kurang yakin kuat d tambah tali tambah,14,negative,0.3420005142688751,79,0.0,0.2857142857142857,0.0,1.0,0.2714285714285714,0,0.2714285714285714,0.0,0.0,0.2,18.37
bundadipo,,4.0,0,2023-06-22T11:22:23+00:00,243770956,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.16000000000000003,2.56
supriatiethi,"Desain:oke
Warna:oke
Ketebalan:lumayan",5.0,0,2024-06-05T09:37:29+00:00,193907225,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain oke warna oke tebal lumayan,desain oke warna oke tebal lumayan,6,negative,0.3012038469314575,34,0.0,0.3333333333333333,0.0,1.0,0.2833333333333333,0,0.2833333333333333,0.0,0.0,0.2,18.3
sigitarinugroho82,"Tampilan:okkkk
Warna:baguss

Terima.kaaih.. .",5.0,0,2023-12-27T03:04:22+00:00,148684910,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,tampil okkkk warna baguss terima kaaih,tampil okkkk warna baguss terima kaaih,6,negative,0.4021759331226349,38,0.131578947368421,0.0,0.0,1.0,0.2328947368421052,0,0.2328947368421052,0.0,0.0,0.2,18.6
sugiati_ahnaf,Untuk anakku yg kelas 6 kurang gede dikit tapi bahan oke bagus bngt,4.0,0,2025-07-18T11:22:04+00:00,300630021,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,anak yg kelas 6 kurang gede dikit bahan oke bagus bngt,anak yg kelas 6 kurang gede dikit bahan oke bagus bngt,11,negative,0.4171417951583862,54,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.16000000000000003,15.04
17z_3ummqh,"Pertimbangan lagi klo mau beli,tidak bisa di batalkan, penjualnya juga tidak respon chat ,nyesel saya beli di sini karena ada kesalahan alamat mau ganti,tidak di respon alhasil paket ngilang, thanks punjul ramah",2.0,0,2025-07-11T08:50:34+00:00,945139764,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,timbang klo mau beli batal jual respon chat nyesel beli sini salah alamat mau ganti respon alhasil paket ngilang thanks punjul ramah,timbang klo mau beli batal jual respon chat nyesel beli sini salah alamat mau ganti respon alhasil paket ngilang thanks punjul ramah,22,negative,0.3627477884292602,132,0.0,0.2727272727272727,0.0,0.0,0.0681818181818181,0,0.0681818181818181,0.0,0.0,0.08000000000000002,7.84
rezzzz812,Desain:hi bagus sekali tas nya,4.0,0,2024-07-22T12:25:27+00:00,1125296378,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain hi bagus sekali tas nya,desain hi bagus sekali tas nya,6,negative,0.4090059697628021,30,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.16000000000000003,15.04
egafarendi,"Desain:bagus
Warna:bagus
Ketebalan:tebel",5.0,0,2025-09-11T12:50:23+00:00,918223923,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus warna bagus tebal tebel,desain bagus warna bagus tebal tebel,6,negative,0.3655198514461517,36,0.0,0.3333333333333333,0.0,1.0,0.2833333333333333,0,0.2833333333333333,0.0,0.0,0.2,18.3
ov95zas_of,Kecil,1.0,0,2023-09-30T21:47:18+00:00,923543206,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,kecil,kecil,1,negative,0.3799929022789001,5,0.0,0.0,0.0,0.0,0.6,1,0.6,0.0,0.0,0.04000000000000001,0.88
budisan1009,"Desain:bagus
Warna:sesuai
Ketebalan:coll",4.0,0,2024-08-14T07:28:48+00:00,209097107,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus warna sesuai tebal coll,desain bagus warna sesuai tebal coll,6,neutral,0.2455592900514602,36,0.0277777777777777,0.0,0.0,0.0,0.0069444444444444,0,0.0069444444444444,0.5,0.0,0.16000000000000003,45.9
mira3a1,,3.0,0,2022-07-25T04:21:48+00:00,96838019,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,0.0,0.6,1,0.6,0.0,0.0,0.12,2.64
hakdhwjksdhh,,3.0,0,2023-12-13T10:30:21+00:00,473263694,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,0.0,0.6,1,0.6,0.0,0.0,0.12,2.64
fvoot9msv0,"Warna:hitam
Tampilan:bagus

Lumayan",4.0,0,2023-09-14T13:49:08+00:00,798163373,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil bagus lumayan,warna hitam tampil bagus lumayan,5,negative,0.2499126493930816,32,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.16000000000000003,15.04
ika_dodo.070599,Ketebalan:mantap,4.0,0,2024-06-29T00:27:29+00:00,320283205,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,tebal mantap,tebal mantap,2,negative,0.3764364719390869,12,0.0,0.0,0.0,1.0,0.4,0,0.4,0.0,0.0,0.16000000000000003,14.08
tonykurniawan0,Tidak sesuai yg di gambar yg Dateng malah beda,1.0,0,2024-09-29T06:11:59+00:00,428856056,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,sesuai yg gambar yg dateng malah beda,sesuai yg gambar yg dateng malah beda,7,negative,0.431856632232666,37,0.0,0.2857142857142857,0.0,0.0,0.0714285714285714,0,0.0714285714285714,0.0,0.0,0.04000000000000001,3.91
v*****n,"Resleting nya nggak kuat, belum apa² udah patah",3.0,0,2024-07-02T09:35:16+00:00,221684476,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,resleting nya kuat apa udah patah,resleting nya kuat apa udah patah,6,negative,0.39108607172966,33,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.12,12.0
sikunwe,"Desain:sangat baik
Warna:hitam, sesuai yg diinginkan
Ketebalan:cukup tebal

Paket dah diterima, packing bisa tapi aman.
Trimakasih",5.0,0,2025-08-10T13:56:49+00:00,111397774,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain sangat baik warna hitam sesuai yg ingin tebal cukup tebal paket dah terima packing aman trimakasih,desain sangat baik warna hitam sesuai yg ingin tebal cukup tebal paket dah terima packing aman trimakasih,17,negative,0.3144011795520782,105,0.0,0.1176470588235294,0.0,1.0,0.2294117647058823,0,0.2294117647058823,0.0,0.0,0.2,18.62
udin_batubata,"Desain:mantap jiwa
Warna:sangat keren dan bahan nya bagus
Ketebalan:barang bagus dan lumayan tebal",5.0,0,2025-10-01T02:10:09+00:00,1238885077,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain mantap jiwa warna sangat keren bahan nya bagus tebal barang bagus lumayan tebal,desain mantap jiwa warna sangat keren bahan nya bagus tebal barang bagus lumayan tebal,14,negative,0.3555529415607452,86,0.0,0.2857142857142857,0.0,1.0,0.2714285714285714,0,0.2714285714285714,0.0,0.0,0.2,18.37
lo5wij3y_e,"Desain:tampilan bagus
Warna:sesuai
Ketebalan:kurang tebal

Lumanyan worth itu untuk harga segitu. Hanya untuk busa, kurang tebal sedikit. Tapi nggak apa2. Secara keseluruhan, bagus. Mudah2han awet untuk mondok nanti. Pengiriman cepat. Kurir ramah. Bagus secara keseluruhan.",5.0,0,2025-07-01T23:17:53+00:00,1080650188,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,desain tampil bagus warna sesuai tebal kurang tebal lumanyan worth harga segitu busa kurang tebal sedikit apa2 seluruh bagus mudah2han awet mondok kirim cepat kurir ramah bagus seluruh,desain tampil bagus warna sesuai tebal kurang tebal lumanyan worth harga segitu busa kurang tebal sedikit apa2 seluruh bagus mudah2han awet mondok kirim cepat kurir ramah bagus seluruh,28,negative,0.329660952091217,184,0.0,0.3571428571428571,0.0,1.0,0.2892857142857143,0,0.2892857142857143,0.0,0.0,0.2,18.26
zunun683,"Desain:bagus
Warna:bagus tapi harus hati-hati soalnya warna abu jadi gampang kotor
Ketebalan:tebal

Bagus semoga awet ya Allah",5.0,0,2025-06-29T10:46:48+00:00,1052088458,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain bagus warna bagus hati hati soal warna abu jadi gampang kotor tebal tebal bagus moga awet allah,desain bagus warna bagus hati hati soal warna abu jadi gampang kotor tebal tebal bagus moga awet allah,18,negative,0.3249732851982116,102,0.0098039215686274,0.5,0.0,1.0,0.3274509803921568,0,0.3274509803921568,0.0,0.0,0.2,18.04
l*****e,"Warna:hitam
Tampilan:eksklusive

Ranselnya bagus, banyak tempat untuk menyimpan barang kecil yang diperlukan . Bahan ransel tidak basah saat kena air.",5.0,0,2023-11-02T09:09:06+00:00,47831264,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil eksklusive ransel bagus banyak tempat simpan barang kecil perlu bahan ransel basah kena air,warna hitam tampil eksklusive ransel bagus banyak tempat simpan barang kecil perlu bahan ransel basah kena air,17,negative,0.3899420797824859,110,0.0,0.1176470588235294,0.0,1.0,0.2294117647058823,0,0.2294117647058823,0.0,0.0,0.2,18.62
r*****t,pesanan sudah sampai dengan selamat dan sesuai dengan pesanan,5.0,1,2025-07-02T03:04:16+00:00,30859686,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,pesan selamat sesuai pesan,pesan selamat sesuai pesan,4,negative,0.3938605487346649,26,0.0,0.5,0.0,1.0,0.325,0,0.325,0.0,0.019032516392808098,0.2,19.77
galerifbcreative,"Warna:Bagus bgt
Tampilan:ok

Terima kasih seller sudah kirim sesuai pesanan",5.0,0,2024-04-29T06:00:38+00:00,6851761,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,warna bagus bgt tampil terima kasih seller kirim sesuai pesan,warna bagus bgt tampil terima kasih seller kirim sesuai pesan,10,negative,0.3648318648338318,61,0.0163934426229508,0.0,0.0,1.0,0.2040983606557377,0,0.2040983606557377,0.0,0.0,0.2,18.78
talitazahran17,"Kepala resletingna pecah, udh kita buat komplen, tetapi hrga pngembaliannya tdk sesuai dgn hrga toko. Rugiii d daya klw gt.. 😔😔😔😔",2.0,1,2024-07-17T06:02:08+00:00,172593974,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,kepala resletingna pecah udh buat komplen hrga pngembaliannya tdk sesuai dgn hrga toko rugiii d daya klw gt,kepala resletingna pecah udh buat komplen hrga pngembaliannya tdk sesuai dgn hrga toko rugiii d daya klw gt,18,negative,0.3819006085395813,107,0.02803738317757,0.1111111111111111,0.0,0.0,0.0347871235721703,0,0.0347871235721703,0.0,0.019032516392808098,0.08000000000000002,9.8
alfanasayoga,"Warna:Hitam
Tampilan:Mantap👍

Ok makasih gak nyesel dah beli lumayan bahan nyaman untuk harga segitu sih worth it pengiriman pun cepet makasih seller",5.0,0,2023-09-16T12:38:13+00:00,493984864,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,warna hitam tampil mantap makasih gak nyesel dah beli lumayan bahan nyaman harga segitu sih worth it kirim cepet makasih seller,warna hitam tampil mantap makasih gak nyesel dah beli lumayan bahan nyaman harga segitu sih worth it kirim cepet makasih seller,21,negative,0.3318814635276794,127,0.0078740157480314,0.0952380952380952,0.0,1.0,0.2257780277465317,0,0.2257780277465317,0.0,0.0,0.2,18.65
venynoviyanti928,"Desain:tampilanya keren tidak pasaran
Warna:sesuai yang dipesan
Ketebalan:sesuai harga bagussss

The best lah sesuai harga kualitasya",5.0,0,2024-06-05T10:13:14+00:00,879064893,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain tampilanya keren pasar warna sesuai pes tebal sesuai harga bagussss the best lah sesuai harga kualitasya,desain tampilanya keren pasar warna sesuai pes tebal sesuai harga bagussss the best lah sesuai harga kualitasya,17,negative,0.3984113335609436,111,0.027027027027027,0.2941176470588235,0.0,1.0,0.2802861685214626,0,0.2802861685214626,0.0,0.0,0.2,18.32
syahrulsaja218,"Warna:Abu
Tampilan:Mantap

Sesuai dengan yang diharapkan😃, pengiriman juga cepat tasnya juga muat buat nyimpan laptop. 
Terbaik dah🔥",5.0,0,2024-03-29T13:17:32+00:00,1177683591,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,warna abu tampil mantap sesuai harap kirim cepat tas muat buat nyimpan laptop baik dah,warna abu tampil mantap sesuai harap kirim cepat tas muat buat nyimpan laptop baik dah,15,negative,0.3980345427989959,86,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
nurhermanwati,Bahannya halus lembut... Bagus pkoknya👍👍👍,5.0,0,2024-07-18T04:29:07+00:00,56526477,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,berguna,bahan halus lembut bagus pkoknya,bahan halus lembut bagus pkoknya,5,negative,0.3098752796649933,32,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
amirruddin007,Mantap,5.0,0,2024-12-29T10:17:47+00:00,889340748,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,mantap,mantap,1,negative,0.3627754151821136,6,0.0,0.0,0.2,1.0,0.86,1,0.86,0.0,0.0,0.2,2.84
yulierafli,,5.0,0,2024-06-15T07:29:38+00:00,32190143,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
uxyswqur9r,"Desain:ok
Warna:ok
Ketebalan:ok",5.0,0,2024-06-02T07:27:47+00:00,537854625,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Abu,berguna,desain warna tebal,desain warna tebal,3,negative,0.3722762167453766,18,0.0,0.0,0.0,1.0,0.2,0,0.2,0.0,0.0,0.2,18.8
jesikamanurung924,,5.0,0,2024-07-16T05:19:26+00:00,1087423990,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
evy_suyenti,,5.0,0,2024-06-25T01:56:07+00:00,4195965,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
yuliaayu06,,5.0,0,2024-06-29T00:29:54+00:00,43529619,,Tas Laptop Backpack Ransel Casual Waterproof 14 15 16 inch USB Port,Ransel Pria,Hitam,tidak_berguna,,,1,negative,0.3480428457260132,0,0.0,0.0,0.0,1.0,0.8,1,0.8,0.0,0.0,0.2,3.2
